1.621358805091543953e-02,3.414728039083040345e-01,6.090873731732212581e-01,1.000000000000000000e+02,2.191541507114711518e-01
4.032472249873944037e-01,1.000000000000000000e+02,3.456041439006164451e-01,5.278856077117733969e-01,4.273109193272066619e-01
3.165372715136158810e-01,4.770264749441344154e-02,1.130847869837671160e-01,3.771553830634523097e-01,1.000000000000000000e+02
6.313520235302924055e-01,9.018493292579849996e-01,9.847926688931921690e-01,1.000000000000000000e+02,8.342496621259419820e-01
6.488265399065216155e-01,1.000000000000000000e+02,2.664892190748147094e-02,7.931878627595105868e-01,8.878271268761058765e-01
4.478795221225394529e-01,4.119881725503062864e-01,1.369194870394435659e-01,3.371965761267051720e-01,1.000000000000000000e+02
8.706030720136437822e+02,7.487774941136975713e+02,8.561009029250376443e+02,8.565321686628703901e+02,7.277829327994451205e+02
7.358591278356329894e+02,7.234097143361690314e+02,6.991012933616920009e+02,7.297899026261517292e+02,6.997027898762620453e+02
8.083464824231949564e-01,6.978101712999097428e-01,1.949043917651663849e-01,7.912277753867091867e-02,1.000000000000000000e+02
3.532125876030003386e-01,5.526418201321577905e-01,1.526326543393516921e-01,1.000000000000000000e+02,6.843059030573157564e-01
8.928527997834377894e-01,7.400674014093855391e-02,1.000000000000000000e+02,5.811287541476296559e-01,7.702244998885435789e-01
6.329472292477333895e-02,3.085555622303856049e-01,1.771456580309473949e-01,5.254610502545008499e-01,1.000000000000000000e+02
5.885104804582675930e-01,8.161342534440662044e-01,9.363606633343524166e-02,1.000000000000000000e+02,6.114819351841604966e-02
8.290816527895179533e-01,7.636537576897531876e-01,3.630806346936518159e-01,6.690716883030675133e-01,1.000000000000000000e+02
8.672598102125160802e-01,8.651134708090278957e-01,3.197255257685402974e-01,7.165910384017742940e-01,1.000000000000000000e+02
4.733127707189130895e-01,8.988247783931325730e-01,8.814498197817052239e-01,1.000000000000000000e+02,4.390240955643265330e-02
2.479351273267126343e-01,4.017256852529752509e-01,9.537540510680254657e-01,7.402360154192678676e-01,1.000000000000000000e+02
9.224502063891253378e-01,4.641368936405224632e-01,9.140991683588280958e-01,1.645097558280363970e-01,1.000000000000000000e+02
1.296804696597209627e+01,4.991004009981015344e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
8.713448904496526666e+02,7.165673116252858108e+02,8.320855647354126177e+02,8.322534791706772239e+02,-1.000000000000000000e+00
9.405904643889552164e-01,9.758918563864923401e-01,9.161112910741425752e-01,8.202813212653325969e-02,1.000000000000000000e+02
4.874169787103926899e-01,5.180532837485551934e-02,5.287983215057493469e-01,1.000000000000000000e+02,5.246297783219655564e-02
1.771396141100858301e-01,5.379005323782509729e-01,7.746305815963552277e-01,1.208754743633546624e-01,1.000000000000000000e+02
3.090416288162910474e-01,3.782193427514899398e-01,1.892542210635456135e-01,3.837012135913661082e-01,1.000000000000000000e+02
8.998890743660848557e+02,-1.000000000000000000e+00,8.601797635509387874e+02,8.691405968519411545e+02,-1.000000000000000000e+00
8.267392164290542951e+02,6.139115223248683151e+02,2.670842382036644835e+01,8.263921743856511739e+02,7.832258470691961065e+02
8.409575101364625827e-01,8.870260105586664778e-01,9.699765579872080545e-01,5.308366391250807226e-02,1.000000000000000000e+02
